"parcelId","BuildingType","PrimaryPropertyType","LargestPropertyUseType","YearBuilt","NumberofBuildings","NumberofFloors","SourceEUI","PropertyGFATotal","ENERGYSTARScore","SiteEnergyUse","Building Quality","Construction Class","Elevators","Heating System","Shape","Sprinklers"
"0425049022","SPS-District K-12","K-12 School","K-12 School",1950,1,2,55,175565,"88",6399127.5,"GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"0467000429","NonResidential","Small- and Mid-Sized Office","Office",1961,1,2,163,94900,"57",6186461.5,"LOW/AVERAGE","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg",NA
"0570000340","NonResidential","Small- and Mid-Sized Office","Office",1900,1,2,108.6999969,52554,"83",2951331.25,"AVERAGE","WOOD FRAME","Yes","HOT WATER-RADIANT","Rect or Slight Irreg","Yes"
"0625049002","NonResidential","K-12 School","K-12 School",1954,1,3,74,175015,"95",6994740.5,"GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"0653000225","NonResidential","Self-Storage Facility","Self-Storage Facility",1911,1,3,76.59999847,70586,NA,2158629,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","No"
"1975700040","NonResidential","Hotel","Hotel",1969,1,24,121.8000031,332210,"67",16163194,NA,NA,NA,NA,NA,NA
"1975700200","NonResidential","Large Office","Office",1973,1,5,176.6000061,168115,"78",9536161,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700365","NonResidential","Other","Other - Mall",1920,1,2,48.79999924,57428,NA,1247362,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1975700380","NonResidential","Small- and Mid-Sized Office","Office",1910,1,8,398.7000122,59400,"14",5071974,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1975700525","NonResidential","Mixed Use Property","Other - Entertainment/Public Assembly",1926,1,2,485.2999878,52549,NA,15026196,"AVERAGE","REINFORCED CONCRETE","Yes","STEAM WITHOUT BOILER","Rect or Slight Irreg","Yes"
"1976700010","NonResidential","Hotel","Hotel",1930,1,20,158.6000061,98634,"71",4841347.5,"GOOD","MASONRY","Yes","PACKAGE UNIT","Approx Square","Yes"
"1976700095","NonResidential","Hotel","Hotel",1982,1,34,182.5,994212,"63",80469216,"EXCELLENT","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1977200050","NonResidential","Hotel","Hotel",1985,1,7,215.8999939,71150,"98",5348309,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Long Rect or Irreg","Yes"
"1977201035","NonResidential","Hotel","Hotel",1908,1,7,68.19999695,122810,"99",5401277.5,"AVERAGE","MASONRY","Yes","STEAM WITHOUT BOILER","Long Rect or Irreg","Yes"
"1991200730","NonResidential","Hotel","Hotel",1959,1,5,165.6999969,113173,"86",5284343.5,"AVERAGE","MASONRY","Yes","HOT WATER","Long Rect or Irreg","Yes"
"1991200935","NonResidential","Hotel","Hotel",2000,1,7,128,150453,"84",6715187,"AVERAGE","WOOD FRAME","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1991200940","NonResidential","Hotel","Hotel",1997,1,6,144.5,116300,"80",5827595.5,"AVERAGE","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Long Rect or Irreg","Yes"
"1992200235","NonResidential","Hotel","Hotel",1998,1,6,107.4000015,155602,"81",6836900,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","WARMED AND COOLED AIR","Very Irreg","Yes"
"2125049015","NonResidential","K-12 School","K-12 School",1911,1,3,81.09999847,56072,"76",3234787.75,"GOOD","MASONRY","Yes","HOT WATER","Very Irreg","Yes"
"2249000170","NonResidential","Hotel","Hotel",1999,1,4,136.6999969,122942,"94",5337334,"AVERAGE/GOOD","WOOD FRAME","Yes","HEAT PUMP","Long Rect or Irreg","Yes"
"2254501944","NonResidential","Small- and Mid-Sized Office","Office",1962,1,2,139.6000061,54984,"71",3375211,"AVERAGE","WOOD FRAME",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"2324039001","NonResidential","Senior Care Community","Senior Care Community",1922,1,5,235,217603,"54",42792072,"AVERAGE/GOOD","MASONRY","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"2426039059","NonResidential","Senior Care Community","Senior Care Community",1970,1,2,311.5,93397,"1",16402563,"AVERAGE","MASONRY","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"2467400430","NonResidential","Hotel","Hotel",2008,1,6,154.1999969,84103,"74",3706100.25,"AVERAGE","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1979200270","NonResidential","Hotel","Hotel",1908,1,7,172,76631,"71",7258758.5,"EXCELLENT","MASONRY","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1979200290","NonResidential","Mixed Use Property","Medical Office",1983,1,6,505.7999878,99780,NA,15473117,"GOOD","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Rect or Slight Irreg","Yes"
"1983200230","NonResidential","Retail Store","Retail Store",1929,1,2,25.79999924,58320,"96",1049748.625,"AVERAGE","REINFORCED CONCRETE",NA,"SPACE HEATERS","Rect or Slight Irreg","Yes"
"1983200325","NonResidential","Large Office","Office",2010,1,5,144,316306,"96",13795954,"GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1984200065","NonResidential","Hotel","Hotel",1990,1,7,184,282863,"37",19459304,"GOOD/EXCELLENT","WOOD FRAME","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1985200003","Nonresidential COS","Other","Other",1962,1,1,151.6000061,389000,NA,23658978,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1985200003","Nonresidential COS","Other","Other",1962,1,1,261.7000122,91213,NA,8141155.5,"GOOD","STRUCTURAL STEEL","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1985200305","Nonresidential COS","Other","Other",1938,1,5,138.1000061,396085,NA,20955026,"AVERAGE/GOOD","STRUCTURAL STEEL","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"1986200410","NonResidential","Large Office","Office",2010,1,12,174.1999969,571329,"91",39605888,"GOOD","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Long Rect or Irreg","Yes"
"1988200440","Nonresidential COS","Other","Other",1962,1,2,110.4000015,52000,NA,2726369,"GOOD/EXCELLENT","STRUCTURAL STEEL",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1988200700","Nonresidential COS","Other","Other",1928,1,1,25.5,60696,NA,875943.3125,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1988200700","Nonresidential COS","Other","Other",1928,1,2,171.1999969,262048,NA,20723248,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"1988201155","NonResidential","Large Office","Office",2010,1,6,130.8000031,920598,"93",36667044,"EXCELLENT","STRUCTURAL STEEL","Yes","COMPLETE HVAC","Very Irreg","Yes"
"1989200850","NonResidential","Small- and Mid-Sized Office","Office",1970,1,4,192.3999939,76213,"68",3476212.5,"AVERAGE","REINFORCED CONCRETE","Yes","HEAT PUMP","Rect or Slight Irreg","Yes"
"1989201125","NonResidential","Hotel","Hotel",2002,1,6,182.1999969,96910,"56",5155568.5,"GOOD","REINFORCED CONCRETE","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"1142001871","NonResidential","Hotel","Hotel",1962,2,4,203.3000031,50017,"53",5448975,"AVERAGE","MASONRY","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"1336800825","NonResidential","K-12 School","K-12 School",1923,1,3,82.30000305,67743,"34",2646879,"AVERAGE/GOOD","STRUCTURAL STEEL",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"1338800660","NonResidential","K-12 School","K-12 School",1908,1,6,54,194104,"100",6219841.5,"GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"1498303116","NonResidential","Small- and Mid-Sized Office","Office",2003,1,3,241.5,99433,"63",4897760,"GOOD/EXCELLENT","REINFORCED CONCRETE",NA,"COMPLETE HVAC","Long Rect or Irreg",NA
"1624049214","SPS-District K-12","K-12 School","K-12 School",1957,1,1,85.59999847,130862,"61",6456026,"AVERAGE/GOOD","MASONRY",NA,"HOT WATER","Very Irreg","Yes"
"1704900242","SPS-District K-12","K-12 School","K-12 School",1989,1,3,78.69999695,59955,"93",1633399.375,"GOOD","STRUCTURAL STEEL",NA,"HEAT PUMP","Rect or Slight Irreg","Yes"
"1794501220","SPS-District K-12","K-12 School","K-12 School",1964,1,2,65.90000153,93218,"86",2887392,"GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"1797500625","NonResidential","Other","Other",1941,1,4,407.3999939,56521,NA,6357632,"AVERAGE","REINFORCED CONCRETE",NA,"STEAM","Rect or Slight Irreg","No"
"1797500715","NonResidential","Other","Other",1929,1,2,72.59999847,206934,NA,4253577.5,"GOOD/EXCELLENT","MASONRY",NA,"HEAT PUMP","Rect or Slight Irreg","Yes"
"1926049012","NonResidential","Hotel","Hotel",2001,1,4,130.6999969,51390,"89",3611538,"AVERAGE","WOOD FRAME","Yes","FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"1926049025","SPS-District K-12","K-12 School","K-12 School",1963,1,2,59.09999847,131013,"88",3894584.5,"GOOD","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1926049321","SPS-District K-12","K-12 School","K-12 School",1959,1,1,83.69999695,245587,"92",11765682,"GOOD","MASONRY",NA,"FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"1926049434","NonResidential","Hotel","Hotel",2002,1,3,101.5999985,69138,"78",3242458,"AVERAGE","WOOD FRAME","Yes","WARMED AND COOLED AIR","Long Rect or Irreg","Yes"
"1974600035","NonResidential","Hotel","Hotel",1904,1,5,84,190980,"98",6505995,"GOOD","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"1974700025","Nonresidential COS","Other","Other - Entertainment/Public Assembly",1998,1,6,192.5,284100,NA,14641502,"EXCELLENT","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Very Irreg","Yes"
"2767703875","NonResidential","Hospital","Hospital (General Medical & Surgical)",1954,4,5,479.5,285333,"14",68090728,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"2768000375","SPS-District K-12","K-12 School","K-12 School",1991,1,2,80.40000153,55513,"93",1513570.75,"GOOD","MASONRY",NA,"HOT & CHILLED WATER","Rect or Slight Irreg","Yes"
"5247801465","Nonresidential COS","Other","Other",2006,1,4,338.2999878,61156,NA,9363374,"EXCELLENT","MASONRY","Yes","COMPLETE HVAC","Very Irreg","Yes"
"5247802715","NonResidential","Other","Museum",1910,1,4,83.69999695,72820,NA,2010454.625,"AVERAGE/GOOD","MASONRY","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"5458300285","NonResidential","Hotel","Hotel",1996,1,4,150.5,162222,"76",7946961,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","ELECTRIC WALL","Rect or Slight Irreg","Yes"
"5700000455","SPS-District K-12","K-12 School","K-12 School",1990,1,4,78.5,289588,"90",8819852,"GOOD","MASONRY","Yes","STEAM","Rect or Slight Irreg","Yes"
"6003000470","NonResidential","University","College/University",1915,1,3,111.1999969,63330,NA,3059758,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"6418100005","NonResidential","Small- and Mid-Sized Office","Office",2002,1,2,476.5,96300,NA,16319835,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"6834700175","Nonresidential COS","Other","Repair Services (Vehicle, Shoe, Locksmith, etc)",1950,1,1,242.6999969,67356,NA,7475577.5,"AVERAGE","MASONRY",NA,"NO HEAT","Rect or Slight Irreg","No"
"6840701230","SPS-District K-12","K-12 School","K-12 School",2008,1,3,120.3000031,254523,"60",13567774,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"7129302300","SPS-District K-12","K-12 School","K-12 School",2001,1,3,76.90000153,78804,"92",2499140,"EXCELLENT","REINFORCED CONCRETE",NA,"FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"7152200350","SPS-District K-12","K-12 School","K-12 School",2002,1,3,94.09999847,66994,"79",2371304.5,"GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"7243500230","SPS-District K-12","K-12 School","K-12 School",2000,1,3,77.80000305,98357,"88",3456131.5,"GOOD","MASONRY",NA,"FORCED AIR UNIT","Very Irreg","Yes"
"7378600265","NonResidential","Small- and Mid-Sized Office","Office",1958,1,1,234.8999939,54765,NA,4253369.5,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","No"
"7378600265","NonResidential","Other","Other - Lodging/Residential",2009,1,5,24.60000038,89821,NA,1950092.5,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","No"
"7443000070","NonResidential","University","College/University",1980,1,2,180.6999969,52611,NA,4116871.5,"AVERAGE","WOOD FRAME",NA,"FORCED AIR UNIT","Rect or Slight Irreg","Yes"
"7443000375","NonResidential","Residence Hall","Residence Hall/Dormitory",2001,1,4,70.19999695,139600,"89",4448582.5,"GOOD","WOOD FRAME",NA,"HEAT PUMP","Long Rect or Irreg",NA
"2826049152","SPS-District K-12","K-12 School","K-12 School",2011,1,2,78.69999695,236758,"96",8355988.5,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"2908700085","NonResidential","Other","Other",1971,3,6,145.6000061,250981,NA,13071700,"AVERAGE","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Very Irreg","Yes"
"2919200635","SPS-District K-12","K-12 School","K-12 School",2002,1,3,70.59999847,62526,"96",1986094.875,"GOOD","MASONRY",NA,"COMPLETE HVAC","Rect or Slight Irreg","No"
"2924049043","NonResidential","Small- and Mid-Sized Office","Office",2007,1,3,165.8000031,64015,"21",3242077.75,"AVERAGE","MASONRY","No","SPACE HEATERS","Very Irreg","Yes"
"2926049025","NonResidential","Retail Store","Retail Store",1951,1,1,118.9000015,530039,"98",27717034,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"2926049409","NonResidential","Other","Other/Specialty Hospital",1964,1,3,311,54224,NA,7265178,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Rect or Slight Irreg","Yes"
"2926049528","NonResidential","Retail Store","Retail Store",1965,1,4,223.6999969,124342,"76",8765978,"GOOD","REINFORCED CONCRETE",NA,"HEAT PUMP","Rect or Slight Irreg","Yes"
"3026049024","NonResidential","Other","Financial Office",1996,1,3,194.1000061,55442,"72",3191228.25,"GOOD","STRUCTURAL STEEL","Yes","WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"3050700050","SPS-District K-12","K-12 School","K-12 School",1999,1,2,107.3000031,242795,"80",9157150,"GOOD","REINFORCED CONCRETE",NA,"COMPLETE HVAC","Long Rect or Irreg","Yes"
"3225049002","NonResidential","Self-Storage Facility","Self-Storage Facility",1910,1,5,28.79999924,84870,NA,1381590.125,"AVERAGE","REINFORCED CONCRETE","Yes","HOT WATER","Very Irreg","No"
"3332501090","SPS-District K-12","K-12 School","K-12 School",1952,1,2,58.90000153,173185,"79",6127771.5,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"3438501230","SPS-District K-12","K-12 School","K-12 School",1963,1,1,69.5,145341,"75",5499097,"AVERAGE","WOOD FRAME",NA,"HOT WATER","Rect or Slight Irreg","No"
"3466800065","NonResidential","Warehouse","Non-Refrigerated Warehouse",1904,1,4,36,114297,"61",2100097.75,"AVERAGE","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","No"
"3524049149","SPS-District K-12","K-12 School","K-12 School",1960,1,2,84.19999695,184125,"86",8800292,"GOOD/EXCELLENT","WOOD FRAME",NA,"STEAM","Rect or Slight Irreg",NA
"3573700006","NonResidential","Warehouse","Non-Refrigerated Warehouse",1937,1,1,42,234144,"87",6744317,"AVERAGE","MASONRY",NA,"SPACE HEATERS","Rect or Slight Irreg","Yes"
"3624039009","NonResidential","Retail Store","Retail Store",1966,1,1,130.6999969,64984,"72",2944296.25,"AVERAGE/GOOD","MASONRY",NA,"COMPLETE HVAC","Rect or Slight Irreg","Yes"
"3624039009","NonResidential","Retail Store","Retail Store",1965,1,1,223.8999939,67745,"37",9230223,"AVERAGE/GOOD","MASONRY",NA,"COMPLETE HVAC","Rect or Slight Irreg","Yes"
"3624039032","SPS-District K-12","K-12 School","K-12 School",2010,1,2,81.59999847,367884,"97",12265516,"AVERAGE/GOOD","MASONRY",NA,"WARMED AND COOLED AIR","Rect or Slight Irreg","Yes"
"3624039057","SPS-District K-12","K-12 School","K-12 School",1958,1,1,82.19999695,46797,"86",2075891,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"3693901110","NonResidential","Other","Other",1973,1,3,66.19999695,56000,NA,1851260.5,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"3812400550","SPS-District K-12","K-12 School","K-12 School",2004,1,2,78,67371,"92",2128459,"AVERAGE","WOOD FRAME",NA,"ELECTRIC WALL","Very Irreg","Yes"
"3874900040","NonResidential","Self-Storage Facility","Self-Storage Facility",1969,1,2,48.79999924,52088,NA,1377519.5,"AVERAGE","MASONRY","Yes","SPACE HEATERS","Rect or Slight Irreg","Yes"
"4083301505","SPS-District K-12","K-12 School","K-12 School",2010,1,3,100,127776,"75",4748137,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"4088802955","NonResidential","Hotel","Hotel",1998,1,5,148.1999969,123920,"79",9373179,"GOOD","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Very Irreg","Yes"
"4088803210","Nonresidential COS","Other","Museum",1900,1,1,368.8999939,50000,NA,7548807,"AVERAGE","REINFORCED CONCRETE",NA,"HOT WATER","Rect or Slight Irreg","No"
"4088803530","Nonresidential COS","Warehouse","Non-Refrigerated Warehouse",1926,1,2,25.10000038,50292,NA,430473.6875,"AVERAGE","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"4088803586","NonResidential","Hotel","Hotel",1998,1,7,164.5,207656,"76",11171988,"AVERAGE/GOOD","REINFORCED CONCRETE","Yes","HEAT PUMP","Long Rect or Irreg","Yes"
"4240400005","SPS-District K-12","K-12 School","K-12 School",1999,1,2,84.30000305,67235,"89",2284133.75,"AVERAGE/GOOD","MASONRY",NA,"WARMED AND COOLED AIR","Long Rect or Irreg","Yes"
"4310701070","Nonresidential COS","Small- and Mid-Sized Office","Office",1957,1,2,262.7000122,91130,NA,9472358,"AVERAGE/GOOD","REINFORCED CONCRETE",NA,"HOT WATER","Rect or Slight Irreg","No"
"4315700020","SPS-District K-12","K-12 School","K-12 School",1991,1,3,66.09999847,58118,"97",1407277.25,"AVERAGE/GOOD","MASONRY",NA,"HOT WATER","Rect or Slight Irreg","No"
"4468400005","NonResidential","Hotel","Hotel",1968,1,4,184.6999969,64893,"70",6197825,"AVERAGE","WOOD FRAME","Yes","COMPLETE HVAC","Rect or Slight Irreg","Yes"
"5129000050","SPS-District K-12","K-12 School","K-12 School",1925,1,1,68,70762,"87",3606416,"AVERAGE","WOOD FRAME",NA,"HOT WATER","Rect or Slight Irreg","Yes"
"5247800030","NonResidential","Small- and Mid-Sized Office","Office",1900,1,3,101.3000031,44558,"78",1677002.25,"AVERAGE","MASONRY","No","SPACE HEATERS","Rect or Slight Irreg","Yes"
"7666204876","NonResidential","Other","Other - Entertainment/Public Assembly",1999,1,6,104.6999969,1585960,NA,59757440,"EXCELLENT","REINFORCED CONCRETE","Yes","PACKAGE UNIT","Very Irreg","Yes"
"7666205660","Nonresidential COS","Distribution Center","Distribution Center",1924,1,2,156.3000031,179161,NA,9436408,"AVERAGE","REINFORCED CONCRETE",NA,"ELECTRIC WALL","Rect or Slight Irreg","No"
"7666205660","Nonresidential COS","Warehouse","Non-Refrigerated Warehouse",1965,1,2,175.3999939,58640,NA,3928695.25,"AVERAGE","REINFORCED CONCRETE",NA,"ELECTRIC WALL","Rect or Slight Irreg","No"
