"GFA","NumBldgs","NumFlors","BuildQlty","ConClass","HeatSys","Shape","Age","ENERGYSTARScore","SourceEUI","SiteEnergy","SourceEnergy"
64893,1,4,"AVERAGE","WOOD FRAME","COMPLETE HVAC","Rect or Slight Irreg",49,70,184.6999969,6197825,11985736.8988317
168449,1,9,"AVERAGE/GOOD","REINFORCED CONCRETE","WARMED AND COOLED AIR","Very Irreg",12,64,183,12726789,30826167
106860,1,16,"AVERAGE/GOOD","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",86,49,186.8999939,11935719,19972133.348154
254273,1,8,"GOOD/EXCELLENT","REINFORCED CONCRETE","COMPLETE HVAC","Very Irreg",14,29,204.8999939,26659244,52100536.1489347
305548,1,21,"GOOD","REINFORCED CONCRETE","WARMED AND COOLED AIR","Rect or Slight Irreg",87,58,220.6000061,33729336,67403890.6638428
109017,1,5,"AVERAGE","REINFORCED CONCRETE","REFRIGERATED COOLING","Long Rect or Irreg",38,34,199.1000061,9474745,21705285.3650037
150545,1,6,"GOOD","MASONRY","COMPLETE HVAC","Very Irreg",14,28,256.5,13410041,38614792.5
111856,1,5,"GOOD","WOOD FRAME","COMPLETE HVAC","Rect or Slight Irreg",9,8,208.3000031,9444484,23299605.1467536
57800,1,5,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",27,87,94.09999847,2443065.25,5438979.911566
44416,1,4,"AVERAGE","MASONRY","HOT & CHILLED WATER","Rect or Slight Irreg",50,61,112.5999985,2669564.25,5001241.533376
24100,2,2,"AVERAGE","WOOD FRAME","ELECTRIC WALL","Rect or Slight Irreg",56,91,109.1999969,1587454.75,2631719.92529
61180,1,7,"AVERAGE","REINFORCED CONCRETE","FORCED AIR UNIT","Approx Square",57,24,132.1000061,3993913.25,8081878.373198
20571,1,3,"AVERAGE","WOOD FRAME","FORCED AIR UNIT","Rect or Slight Irreg",87,72,109.3000031,716279.6875,2248410.3637701
104000,1,9,"GOOD/EXCELLENT","REINFORCED CONCRETE","HOT WATER","Approx Square",92,8,176.6000061,8690648,18366400.6344
36240,1,11,"LOW COST","REINFORCED CONCRETE","STEAM WITHOUT BOILER","Rect or Slight Irreg",91,98,93.40000153,2147968.25,3384816.0554472
35820,1,6,"AVERAGE","MASONRY","HOT WATER","Approx Square",108,94,155.3000031,3321603,5562846.111042
61721,1,8,"GOOD/EXCELLENT","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",107,93,150.3999939,2897079.75,9282838.0235019
38520,1,4,"LOW/AVERAGE","MASONRY","ELECTRIC WALL","Long Rect or Irreg",58,37,163.1999969,2804534,6286463.880588
29186,1,3,"LOW COST","MASONRY","ELECTRIC WALL","Long Rect or Irreg",56,95,85.69999695,867184.375,2501240.1109827
35770,1,6,"GOOD","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",89,56,112.9000015,2640980.25,4038433.053655
48006,1,9,"AVERAGE","MASONRY","HOT WATER","Approx Square",89,85,137.6000061,3239754,6605625.8928366
45500,1,4,"AVERAGE","MASONRY","ELECTRIC WALL","Approx Square",103,77,116.9000015,2799595,5318950.06825
25450,1,3,"AVERAGE","MASONRY","HOT WATER","Rect or Slight Irreg",117,99,62.20000076,503744.6875,1582990.019342
28800,1,3,"AVERAGE","MASONRY","STEAM","Rect or Slight Irreg",109,NA,257.7000122,4644346,7421760.35136
41704,1,4,"AVERAGE","WOOD FRAME","HEAT PUMP","Rect or Slight Irreg",27,73,97.5,1943899.25,4066140
22452,1,3,"AVERAGE","MASONRY","ELECTRIC WALL","Rect or Slight Irreg",25,85,107,1244150,2402364
33018,1,4,"AVERAGE","REINFORCED CONCRETE","HOT WATER","Rect or Slight Irreg",92,49,303.7999878,4857581.5,10030867.9971804
144614,1,14,"GOOD","STRUCTURAL STEEL","COMPLETE HVAC","Rect or Slight Irreg",2,89,105.4000015,5525072.5,15242315.816921
126823,1,4,"AVERAGE/GOOD","REINFORCED CONCRETE","COMPLETE HVAC","Rect or Slight Irreg",3,72,169.5,6042399.5,21496498.5
